message,label
"Hi Vikram, I am currently looking for a Lead Data Scientist for a prominent financial tech company based in New York City (hybrid model). Your profile showed up during my search for leaders with experience scaling data teams and deploying fraud detection models. The base salary range is $180k-$220k plus equity. If this sounds like something you'd want to learn more about, let's schedule a confidential call. Best, Robert Half Technology Recruitment.",real
"Hi Samuel, I noticed your extensive background in processing spatio-temporal data and your recent research at University of Michigan. I'm a university recruiter at Esri, and we are currently accepting applications for our Spatial Data Science Internship for Summer 2026. Your profile looks like a great fit for our core analytics group. If interested, please submit your resume through this portal: [Link]. Best, Sarah Jenkins.",real
"Hi Rebecca, I came across your LinkedIn profile while looking for machine learning engineers with strong PyTorch and reinforcement learning experience. I'm a technical recruiter at Cruise, and our Simulation team is growing. I'd love to jump on a 15-minute introductory call this week to talk about the autonomous vehicle space and see if this aligns with your background. Let me know if you're free on Wednesday or Thursday. Best, Michael Lawson.",real
"Urgent Hiring: Remote Administrative Support Specialist. Compensation: $40.00 - $55.00 per hour. Set your own hours. Full-time or part-time. To proceed, please message our recruitment desk on WhatsApp at +18185550144.",fake
"Dear Applicant, thank you for your interest in the Data Analyst position at Figma. We wanted to confirm that we received your application and our talent acquisition team is actively reviewing it. Due to the high volume of applications, it may take us 1-2 weeks to provide the next update. You can track your real-time status via your Figma Careers dashboard. Thank you, Figma Talent Acquisition.",real
"Dear Applicant, thank you for your interest in the Data Analyst position at Canva. We wanted to let you know that we received your application and our talent acquisition team is currently reviewing it. Due to the high volume of applicants, it may take us 1-2 weeks to get back to you with the next steps. You can track your application status anytime through your Canva Careers dashboard. Thank you, Canva Talent Acquisition.",real
"Hi Jordan, I am a recruiter at Cisco. I noticed you recently completed your Google Cloud Professional Data Engineer certification and have a solid foundation in Python and ETL development. We have an immediate opening for an Associate Data Engineer within our security organization in Austin, TX. I'd love to chat and see if this matches your career progression. Let me know your availability. Best, Sarah.",real
"Hello, I am HR manager at Amazon. Your CV matches our requirements for a remote data entry clerk. The salary is $38 per hour. Please contact our coordinator on WhatsApp immediately: +17025550122 to secure your spot.",fake
"Hi Ethan, I came across your profile while looking for Machine Learning Engineers with production experience building low-latency recommendation APIs. I'm a talent acquisition partner at Roblox, and our Discovery ML team is expanding rapidly. We are looking for engineers who can deploy deep learning models at massive scale. Let me know if you have 10 minutes for an introductory chat this week. Best, Maya.",real
"Hi Leah, I am a recruiter at Cisco. I saw your presentation on network traffic forecasting at a local data science meetup. Our Enterprise Data Analytics team is currently looking for an Advanced Analytics Specialist with strong time-series modeling skills. This role can be based out of our San Jose, CA office or fully remote. If you are open to exploring roles, let's set up an introductory chat. Thanks, Mark.",real
"Hi Jessica, our mutual colleague, Dr. Aris, passed along your contact information and highly recommended your work in predictive modeling. I'm currently leading the search for a Senior Data Scientist at Novartis to work on clinical trial optimization. The role is hybrid out of our Cambridge, MA office. I'd love to connect and share the job description with you. Do you have 10 minutes for a brief phone call next Tuesday morning?",real
"Dear Applicant, thank you for your application for the Data Science Internship at Rivian. We are highly impressed by your academic track record and your hands-on project modeling battery degradation using time-series forecasting. We would love to invite you to a 30-minute technical phone screen with one of our lead analytics engineers. Please use the link below to select your slot. Best, Rivian University Recruiting.",real
"Hi Justin, I saw your LinkedIn post regarding completing your Master's in Operations Research at Columbia University. Huge congratulations! I am a campus recruiting lead at Deloitte, and we are scaling our Applied Artificial Intelligence consulting branch. We have several open entry-level data scientist positions available across our metropolitan offices. Let's schedule an intro call to review timelines. Best, Amanda Blake.",real
"Hi Paige, I am currently leading the search for a Senior Data Analyst at DraftKings for our marketing analytics team in Boston. I saw your profile and noticed your background running attribution modeling and marketing mix modeling in your previous role. The position is hybrid with 2 days in the office. Let me know if you'd be open to reviewing the job description and having a brief chat. Best, Alisha.",real
We discovered your resume on an employment portal and believe you are the perfect candidate for our remote billing coordinator vacancy. The company will issue a certified check for you to purchase a laptop and specialized scanner from our verified distributor. Reply with your full legal name and email to proceed.,fake
Work from home job opening! Process data from the comfort of your couch. Make $3000/week. We send you a check for equipment. You buy from our vendor. Send your bank details to get the check processed today.,fake
"Hi Tyler, I'm a recruiter at Uber. I stumbled upon your profile while looking for data scientists with deep causal inference and rigorous A/B testing backgrounds. Your work at your previous firm seems directly relevant to what our Rides Marketplace optimization team is tackling right now. Are you open to a brief chat this week to hear about our roadmap? Let me know, thanks!",real
"Dear Applicant, Your application has been approved by our hiring board for the Remote Records Management role. Starting pay is $55/hr. The company will send an advance check to establish your home office framework. Reply to this email with your physical address to receive your questionnaire.",fake
"Hi, this is Megan from Collabera. We have a remote data validation position opening up immediately. Compensation is $58/hr. This role requires you to connect with our onboarding team on WhatsApp at +14045550188 for a chat screening.",fake
"Dear Applicant, Your skill profile aligns with our operational requirements for a remote data verification specialist. Pay rate is $50/hr. The interview process is conducted via text on the Telegram application. Search for @recruitment_hub_division.",fake
"Hi, I noticed your resume on Indeed and think you would be a great fit for our remote data entering position. The salary is $35 per hour. We provide all equipment via a check. Please message @hr_team_online on Telegram.",fake
"Hi Jessica, our engineering lead, Dr. Torres, forwarded your profile and highly recommended your research in neural network compression frameworks. I am managing the talent search for a Staff AI Scientist at Splunk to lead our enterprise monitoring intelligence group. The position is hybrid out of our San Jose, CA corporate facility. Would you be open to a 10-minute exploratory discussion next Thursday? Best, Rachel Green.",real
"Hi Jason, I saw your LinkedIn post about graduating from Georgia Tech with your Master's in Analytics. Congratulations! I am a recruiter at Deloitte, and we are actively hiring for our Applied AI consulting practice. We have several entry-level Data Scientist openings across our US offices. If you're interested in consulting, I'd love to connect and share more about our upcoming campus hiring cycles. Best, Amanda Blake.",real
"Hi! I am a recruiter from Teksystems. We have a direct-hire remote Data Analyst role for you. No technical round, just a quick chat on WhatsApp. Pay is $55/hr. Contact +16175550183 right now.",fake
"Hello, I am a corporate scout. We are offering a 100% remote data entry position paying $46/hr. To initiate your identity background verification, please click this link and complete a temporary $1 authorization charge: http://background-check-portal.com",fake
"Dear Candidate, Thank you for taking the time to talk with us during the initial phone screen for the Data Engineering position at Databricks. We enjoyed learning more about your experience building Spark streaming pipelines. We would like to move you forward to a technical interview with one of our senior engineers. Please use the following link to select your availability over the next five business days: [Link]. Best, Databricks Recruiting.",real
"Hi! I am a recruiter from Teksystems. We have a direct-hire remote Data Analytics assistant position open. No technical rounds, just a short questionnaire via WhatsApp. Pay is $55/hr. Contact +16175550194 right now.",fake
"Hello! I saw your resume online and wanted to offer an excellent remote data entry opportunity. $40 per hour, flexible hours, perfect as a side gig. Contact the department manager on Telegram: @fast_track_hiring",fake
"Hi Elena, I hope you're having a great week. I'm a recruiter at Adobe, and I'm currently sourcing for a Product Data Analyst role on our Creative Cloud team. I noticed you have over three years of experience using product analytics tools like Amplitude and Tableau at your current company. I’d love to tell you more about the culture and the scope of this role. Let me know if you're open to a short introductory chat. Thanks!",real
"JOB ANNOUNCEMENT: Looking for work-from-home data evaluators. Get a signup bonus of $1,500 after your first 5 days of simple text evaluation. You must buy specialized software using a corporate check we will email to you. Print and deposit it electronically.",fake
"Dear Candidate, Thank you for completing the SQL challenge for the Data Engineer position at Toast. We are pleased to inform you that you have been selected to advance to our virtual technical interview round. This will be a 60-minute session via Zoom where we will dive into data modeling concepts and pipeline scalability. Please use this link to schedule your session. Best, Toast Recruiting.",real
